,x,y,u (m/s),v (m/s)
1,0.0028762305240847908,0.007530283188236137,0.0013062685702288834,0.0016981445068949958
2,0.0028994174695574654,0.0029008007959828008,-0.0014867719851657118,0.0013012967233123384
3,0.002935641455088682,0.013556148198004964,0.004686565974358552,-0.011211831071990155
4,0.00301418131610184,0.020054049897427314,0.008553585538975365,-0.038962054835657026
5,0.003090267351020388,0.026673111300440467,0.012008950161616195,-0.08248215804375102
6,0.0031521389901983735,0.03333097253189525,0.014054813188671933,-0.13668309484454738
7,0.003196170998823568,0.039995793560680934,0.015284418679650965,-0.1969124143131521
8,0.0032237799670448274,0.04666403288180491,0.015909193891898866,-0.25896463451369
9,0.0029085796824003165,0.9970922285316494,17.190640701219035,265.0726175514067
10,0.0029233141528041823,0.9924499883113108,-64.00701207072595,227.0640485439372
11,0.002963343999570785,0.9864376088235726,-17.57080568856601,135.97344922686582
12,0.0030126867925442057,0.9799428705399565,-7.940159881783015,88.38539083298022
13,0.0030641054811737347,0.9733249164910001,-5.8412126451734245,63.631178155044424
14,0.0031116348452656884,0.9666679352699961,-3.3401931898543706,47.73571629511091
15,0.003151563120593634,0.9600039715406583,-2.426349579862941,37.0254030309315
16,0.0031823244994536575,0.9533363922660246,-1.7623660653038555,29.45567899871922
17,0.003204360675793122,0.9466688766506589,-1.3247551714837196,23.598529731125975
18,0.00321939443416096,0.9400015186965335,-1.0282538288005734,19.087318018399202
19,0.0032292892995851637,0.9333343307323854,-0.7919040906571789,15.453904660512388
20,0.003233878507772921,0.6266664226523981,0.10413048837479491,12.636573366097727
21,0.0032327757180460846,0.6199999231392346,0.10150840460565909,13.036514245385694
22,0.0032329388881045295,0.6133333770087842,0.09961279841802853,13.433487011526699
23,0.0032339253353114647,0.6066667812717939,0.0979353037135313,13.826849726697796
24,0.001318231423986424,0.001318231423986424,-0.0006543644513873019,0.0006047231579298735
25,0.001307377510947632,0.006666666666666659,0.0003012525685194074,0.001870897295953114
26,0.0,0.0,0.0,0.0
27,0.0,0.006666666666666659,0.0,0.0
28,0.0013343824795857646,0.01333333333333332,0.0011011689769296065,-0.0032759218129447937
29,0.0,0.01333333333333332,0.0,0.0
30,0.0013700824164099273,0.01999999999999998,0.002109844646746642,-0.016518441315260212
31,0.0,0.01999999999999998,0.0,0.0
32,0.00140466697773654,0.02666666666666664,0.0029202608508143587,-0.0371377255551825
33,0.0,0.02666666666666664,0.0,0.0
34,0.0014327904500901698,0.0333333333333333,0.0034561677530696865,-0.0628071195165038
35,0.0,0.0333333333333333,0.0,0.0
36,0.0014528049994652582,0.03999999999999996,0.0037629617858017006,-0.09125936492881806
37,0.0,0.03999999999999996,0.0,0.0
38,0.0014653545304749217,0.04666666666666662,0.0039037703416968214,-0.1208758708148611
39,0.0,0.04666666666666662,0.0,0.0
40,0.0014720852393254012,0.05333333333333328,0.003826612414689167,-0.15037639298463656
41,0.0,0.05333333333333328,0.0,0.0
42,0.0014749294405196481,0.05999999999999994,0.003604185311419093,-0.17818201700456138
43,0.0,0.05999999999999994,0.0,0.0
44,0.001475801469115929,0.06666666666666661,0.0032956982210062286,-0.2038286370720845
45,0.0,0.06666666666666661,0.0,0.0
46,0.0014763014970787455,0.07333333333333326,0.0028531328836418064,-0.2266968805328734
47,0.0,0.07333333333333326,0.0,0.0
48,0.0014772962873988577,0.07999999999999992,0.002298722178140396,-0.24594517830273477
49,0.0,0.07999999999999992,0.0,0.0
50,0.001478739083822548,0.08666666666666659,0.001670212138462998,-0.26094753396836456
51,0.0,0.08666666666666659,0.0,0.0
52,0.0014800476192020032,0.09333333333333325,0.000961282995489535,-0.27096581064280495
53,0.0,0.09333333333333325,0.0,0.0
54,0.001480706282766784,0.09999999999999991,0.00016370833283926717,-0.2754341676616254
55,0.0,0.09999999999999991,0.0,0.0
56,0.0014805337822577905,0.10666666666666656,-0.0008030857123682596,-0.27325113266391343
57,0.0,0.10666666666666656,0.0,0.0
58,0.0014796288492981311,0.11333333333333322,-0.00172995443225728,-0.26388401527411337
59,0.0,0.11333333333333322,0.0,0.0
60,0.0014783029691609155,0.1199999999999999,-0.00278491214327805,-0.2473780163144962
61,0.0,0.1199999999999999,0.0,0.0
