,x,y,u (m/s),v (m/s)
1,0.0028762305240847908,0.007530283188236137,0.0010915442873881051,0.014454939500260913
2,0.0028994174695574654,0.0029008007959828008,-0.006592372966248945,0.005869591216271177
3,0.002935641455088682,0.013556148198004964,0.013311490134522565,-0.018548656789579076
4,0.00301418131610184,0.020054049897427314,0.028304628706218887,-0.10651161478804513
5,0.003090267351020388,0.026673111300440467,0.04370250230029389,-0.2596075944396711
6,0.0031521389901983735,0.03333097253189525,0.05423961149527671,-0.46380454745200594
7,0.003196170998823568,0.039995793560680934,0.06235142872935664,-0.7038101847182173
8,0.0032237799670448274,0.04666403288180491,0.06920571164264401,-0.9665006383177897
9,0.0029085796824003165,0.9970922285316494,9.532764887209966,482.42968163956726
10,0.0029233141528041823,0.9924499883113108,-120.07811699034964,376.62819095612195
11,0.002963343999570785,0.9864376088235726,-27.32584037660928,217.29634991740323
12,0.0030126867925442057,0.9799428705399565,-12.880925250043479,138.73391653973886
13,0.0030641054811737347,0.9733249164910001,-10.141844428660018,97.35690417729889
14,0.0031116348452656884,0.9666679352699961,-5.822038205714963,69.67012023982986
15,0.003151563120593634,0.9600039715406583,-4.372074866817867,50.60427256782806
16,0.0031823244994536575,0.9533363922660246,-3.1865040697922624,36.820359896876354
17,0.003204360675793122,0.9466688766506589,-2.342111580294996,26.264457406559792
18,0.00321939443416096,0.9400015186965335,-1.7537149581479352,18.34882417668094
19,0.0032292892995851637,0.9333343307323854,-1.2786537516488468,12.26206023335522
20,0.003233878507772921,0.6266664226523981,0.4066013974457249,28.178130161905365
21,0.0032327757180460846,0.6199999231392346,0.4035103315644866,29.76203850740081
22,0.0032329388881045295,0.6133333770087842,0.4066767021393864,31.357114248013982
23,0.0032339253353114647,0.6066667812717939,0.4100564461088945,32.9727843578847
24,0.001318231423986424,0.001318231423986424,-0.0020712826812295036,0.0018903487297551003
25,0.001307377510947632,0.006666666666666659,8.838524869957878e-05,0.009837887398630918
26,0.0,0.0,0.0,0.0
27,0.0,0.006666666666666659,0.0,0.0
