,x,y,u (m/s),v (m/s)
1,0.0028762305240847908,0.007530283188236137,0.001411906410427201,0.008342851747623607
2,0.0028994174695574654,0.0029008007959828008,-0.004277968051683097,0.0037927527370700603
3,0.002935641455088682,0.013556148198004964,0.009765542407533434,-0.016716401889791295
4,0.00301418131610184,0.020054049897427314,0.01984757671039084,-0.07913816684260515
5,0.003090267351020388,0.026673111300440467,0.029877124420004786,-0.18470371359926374
6,0.0031521389901983735,0.03333097253189525,0.0365441473607707,-0.3230587766993401
7,0.003196170998823568,0.039995793560680934,0.041441538996430764,-0.48343913072590733
8,0.0032237799670448274,0.04666403288180491,0.04526609397072456,-0.6563675889795265
9,0.0029085796824003165,0.9970922285316494,14.42948873162128,398.5355151834219
10,0.0029233141528041823,0.9924499883113108,-98.29895534303536,321.53741857690943
11,0.002963343999570785,0.9864376088235726,-24.030932487617314,187.2512453501891
12,0.0030126867925442057,0.9799428705399565,-10.995046605660328,120.11022962775546
13,0.0030641054811737347,0.9733249164910001,-8.423683733203227,85.19773532563873
14,0.0031116348452656884,0.9666679352699961,-4.8062341410234115,62.292043143171576
15,0.003151563120593634,0.9600039715406583,-3.5738188711682435,46.65464042770553
16,0.0031823244994536575,0.9533363922660246,-2.608263689607239,35.424042312213786
17,0.003204360675793122,0.9466688766506589,-1.942381590461252,26.760355496680393
18,0.00321939443416096,0.9400015186965335,-1.4825767595838206,20.165142579014997
19,0.0032292892995851637,0.9333343307323854,-1.111977431980357,14.973094560775156
20,0.003233878507772921,0.6266664226523981,0.26532224177197755,21.871078302879038
21,0.0032327757180460846,0.6199999231392346,0.261840530261637,22.9001382437465
22,0.0032329388881045295,0.6133333770087842,0.2614549555172357,23.9309997899032
23,0.0032339253353114647,0.6066667812717939,0.261509650679663,24.96723171517437
24,0.001318231423986424,0.001318231423986424,-0.00146882201645572,0.0013449130807271536
25,0.001307377510947632,0.006666666666666659,0.00024411222830179394,0.006153049764772919
26,0.0,0.0,0.0,0.0
27,0.0,0.006666666666666659,0.0,0.0
28,0.0013343824795857646,0.01333333333333332,0.0022602011252893244,-0.0026539257521803806
29,0.0,0.01333333333333332,0.0,0.0
30,0.0013700824164099273,0.01999999999999998,0.00489052264198138,-0.031850387292767124
31,0.0,0.01999999999999998,0.0,0.0
32,0.00140466697773654,0.02666666666666664,0.007236558473434601,-0.08133154377590741
33,0.0,0.02666666666666664,0.0,0.0
34,0.0014327904500901698,0.0333333333333333,0.008952911413260042,-0.14628144112491945
35,0.0,0.0333333333333333,0.0,0.0
36,0.0014528049994652582,0.03999999999999996,0.010176340017167511,-0.22136634838685568
37,0.0,0.03999999999999996,0.0,0.0
