,x,y,u (m/s),v (m/s),p (Pa)
0,0.014384495,0.12556933,0.32455227,-0.010232445,0.0971989
1,0,0.13475671,0.337591,0,0.09916835
2,0,0.11701039,0.31203288,0,0.0950651
3,0.0141945,0.14327203,0.34689832,-0.009258045,0.10137091
4,0,0.15235177,0.3572715,0,0.10314041
5,0.014673135,0.10754361,0.2958944,-0.010260925,0.09315317
6,0,0.09892626,0.2800907,0,0.09130588
7,0.012888297,0.013746568,0.049431786,-0.000659191,0.08469574
8,0,0.020158125,0.07152574,0,0.08467138
9,0,0,0,0,0.084693655
10,0.019987524,0,0,0,0.08478388
11,0.014140525,0.16079065,0.3633794,-0.007331867,0.10513341
12,0,0.16985565,0.37125823,0,0.10640753
13,0.014590903,0.030354802,0.10506391,-0.002523386,0.08480297
14,0,0.04031625,0.1356545,0,0.08499621
15,0.015144526,0.050052695,0.16441995,-0.005142086,0.08545713
16,0,0.06047098,0.19237736,0,0.08610069
17,0.015264887,0.06975502,0.2162927,-0.007660124,0.08705377
18,0,0.08014575,0.24061699,0,0.08823743
19,0.014969952,0.08899725,0.26016498,-0.009345311,0.08966456
20,0.039975047,0,0,0,0.08447764
21,0.02986306,0.018219914,0.067531124,-0.002052861,0.08442711
22,0.014132923,0.17830396,0.3743394,-0.004440719,0.10791914
23,0,0.18734443,0.3796628,0,0.108432144
24,0.059962574,0,0,0,0.08385793
25,0.05052991,0.017059596,0.06861973,-0.003395226,0.08392456
26,0.014141102,0.19582012,0.3799665,-0.000946022,0.10922395
27,0,0.2047961,0.38249964,0,0.108857885
28,0.15840122,0.17225938,0,0,0.109244674
29,0.15433289,0.16443428,0.17851682,-0.20461802,0.08934531
30,0.16464466,0.16464466,0,0,0.06335276
31,0.07957291,0,0,0,0.08270311
32,0.06848689,0.016337099,0.07298592,-0.003869822,0.08295545
33,0.014035158,0.21332577,0.3801338,0.002630035,0.10881366
34,0,0.2222789,0.3797826,0,0.107600756
35,0.15380563,0.18086676,0,0,0.15027528
36,0.14774974,0.17392665,0.12533586,-0.18698665,0.13139842
37,0.16229776,0.1569815,0.21052721,-0.18126886,0.047795627
38,0.17225938,0.15840122,0,0,0.02044142
39,0.08798345,0.014901965,0.075976126,-0.004510672,0.081540324
40,0.0983415,0,0,0,0.081086494
41,0.013876203,0.23095623,0.37487122,0.005828525,0.10672055
42,0,0.23977959,0.3714904,0,0.10485264
43,0.15096931,0.1902025,0,0,0.1791907
44,0.14377856,0.18499288,0.07106856,-0.1210814,0.16506962
45,0.17085868,0.14963308,0.26671433,-0.15781869,0.013097808
46,0.18086676,0.15380563,0,0,-0.009231756
47,0.106810585,0.014370256,0.08421249,-0.005026336,0.079525426
48,0.11632936,0,0,0,0.078874536
49,0.013889375,0.2484887,0.3641671,0.008285346,0.10332088
50,0,0.25732446,0.35758087,0,0.1010517
51,0.15,0.2,0,0,0.19162266
52,0.14301258,0.19635534,0.034121625,-0.030034792,0.18332821
53,0.1820991,0.14463037,0.2681905,-0.10173292,-0.012648276
54,0.1902025,0.15096931,0,0,-0.026486449
55,0.12489822,0.014048229,0.09432038,-0.00539531,0.07690112
56,0.13390304,0,0,0,0.07600872
57,0.014023411,0.26610303,0.34778103,0.00980421,0.099140406
58,0,0.2750834,0.3377952,0,0.096737415
59,0.15096931,0.20979749,0,0,0.18124278
60,0.14227934,0.20734726,0.04512722,0.058129843,0.17987023
61,0.19406727,0.1422642,0.22869328,-0.043743245,-0.02494317
62,0.2,0.15,0,0,-0.03184374
63,0.14254381,0.01385126,0.10549213,-0.005506786,0.07361861
64,0.15137787,0,0,0,0.072413936
65,0.014165733,0.28395778,0.32537165,0.010327918,0.094738185
66,0,0.2929624,0.31207648,0,0.092494786
67,0.15380563,0.21913323,0,0,0.15264228
68,0.14459594,0.21848728,0.08190732,0.1424656,0.15819651
69,0.2060633,0.14254956,0.16662402,-0.002227092,-0.025368458
70,0.20979749,0.15096931,0,0,-0.028887428
71,0.16011475,0.013770336,0.117391214,-0.005246185,0.069653116
72,0.16874602,0,0,0,0.06815491
73,0.014609024,0.30206198,0.29665446,0.010165693,0.0906414
74,0,0.31107363,0.2800909,0,0.088743724
75,0.15840122,0.22774062,0,0,0.11090049
76,0.14931501,0.22881392,0.13514853,0.19630131,0.12253382
77,0.21617894,0.14657867,0.07972598,0.013292347,-0.021192208
78,0.21913323,0.15380563,0,0,-0.01929629
79,0.17760518,0.013724543,0.12864725,-0.004570955,0.06512578
80,0.18610609,0,0,0,0.06336686
81,0.015149156,0.32039198,0.26149434,0.009270478,0.087227665
82,0,0.32985425,0.24061699,0,0.085732035
83,0.16464466,0.23535533,0,0,0.065889254
84,0.1557585,0.23825724,0.20121796,0.21843207,0.0803714
85,0.22631888,0.14875579,0.058844652,0.015626384,-0.01276369
86,0.22774062,0.15840122,0,0,-0.011567233
87,0.19505286,0.01381729,0.13931079,-0.003543465,0.06023308
88,0.20355475,0,0,0,0.05826866
89,0.015998047,0.33916724,0.219106,0.007775106,0.08470458
90,0,0.34952903,0.19237736,0,0.08367146
91,0.016424874,0.35832727,0.16914046,0.005267771,0.08316971
92,0,0.36968374,0.1356545,0,0.0826199
93,0.17225938,0.24159877,0,0,0.022863222
94,0.16432948,0.24543156,0.23550479,0.18926404,0.038348895
95,0.23567267,0.15472226,0.023482386,0.007380345,-0.005474254
96,0.23535533,0.16464466,0,0,-0.003653448
97,0.21239871,0.013909079,0.14751898,-0.002301444,0.05523444
98,0.2209603,0,0,0,0.053148463
99,0.017718995,0.37945655,0.106065206,0.00284313,0.08243033
100,0,0.38984188,0.07152574,0,0.08233667
101,0.013526485,0.39685062,0.047258645,0.0007495,0.08242197
102,0,0.41,0,0,0.08242879
103,0.18086676,0.24619436,0,0,-0.007558022
104,0.17382888,0.2521396,0.27581713,0.15330027,0.004975867
105,0.24425057,0.1618859,0.004822107,-0.003586871,0.000870939
106,0.24159877,0.17225938,0,0,0.002486211
107,0.22986178,0.013972468,0.15258789,-0.000776639,0.050372023
108,0.23831305,0,0,0,0.048292592
109,0.01991181,0.41,0,0,0.082480885
110,0.1902025,0.2490307,0,0,-0.025245527
111,0.1849912,0.25622356,0.26332945,0.092969455,-0.0168487
