,x,y,u (m/s),v (m/s),p (Pa)
0,0.014384495,0.12556933,0.56012875,-0.016542187,0.19594605
1,0,0.13475671,0.58250993,0,0.20130748
2,0,0.11701039,0.5384097,0,0.18991193
3,0.0141945,0.14327203,0.59878445,-0.014965395,0.20755775
4,0,0.15235177,0.6164685,0,0.21233203
5,0.014673135,0.10754361,0.51059854,-0.016643435,0.1846611
6,0,0.09892626,0.48329374,0,0.1794354
7,0.012888297,0.013746568,0.08544684,-0.001262127,0.16050608
8,0,0.020158125,0.12341695,0,0.16045
9,0,0,0,0,0.16045962
10,0.019987524,0,0,0,0.16062741
11,0.014140525,0.16079065,0.6272959,-0.011913986,0.21804534
12,0,0.16985565,0.6406024,0,0.2214404
13,0.014590903,0.030354802,0.18125589,-0.004588503,0.16088684
14,0,0.04031625,0.23407051,0,0.1614831
15,0.015144526,0.050052695,0.2835684,-0.008766333,0.16287753
16,0,0.06047098,0.33194524,0,0.16473126
17,0.015264887,0.06975502,0.37310326,-0.012677354,0.16748036
18,0,0.08014575,0.41518226,0,0.17081653
19,0.014969952,0.08899725,0.4488743,-0.015259492,0.17488313
20,0.039975047,0,0,0,0.15995644
21,0.02986306,0.018219914,0.11684016,-0.003926058,0.15998118
22,0.014132923,0.17830396,0.6462367,-0.007296418,0.22587416
23,0,0.18734443,0.65510446,0,0.22716786
24,0.059962574,0,0,0,0.15853292
25,0.05052991,0.017059596,0.11916189,-0.006331293,0.15885615
26,0.014141102,0.19582012,0.65586454,-0.001677804,0.2296526
27,0,0.2047961,0.6599994,0,0.22848362
28,0.15840122,0.17225938,0,0,0.22418626
29,0.15433289,0.16443428,0.36109814,-0.41505003,0.16929524
30,0.16464466,0.16464466,0,0,0.09249337
31,0.07957291,0,0,0,0.1558487
32,0.06848689,0.016337099,0.12721995,-0.00723667,0.1566753
33,0.014035158,0.21332577,0.6561079,0.004064959,0.22864063
34,0,0.2222789,0.6553111,0,0.2251134
35,0.15380563,0.18086676,0,0,0.34185693
36,0.14774974,0.17392665,0.25294122,-0.37478635,0.29273784
37,0.16229776,0.1569815,0.4237281,-0.37333837,0.047857802
38,0.17225938,0.15840122,0,0,-0.030304568
39,0.08798345,0.014901965,0.13329332,-0.008454743,0.15338694
40,0.0983415,0,0,0,0.15204524
41,0.013876203,0.23095623,0.64712554,0.009249906,0.2229078
42,0,0.23977959,0.641003,0,0.21761265
43,0.15096931,0.1902025,0,0,0.4253976
44,0.14377856,0.18499288,0.14667055,-0.24264306,0.39078352
45,0.17085868,0.14963308,0.5335574,-0.3234463,-0.050456945
46,0.18086676,0.15380563,0,0,-0.10888897
47,0.106810585,0.014370256,0.14856054,-0.009430001,0.14868745
48,0.11632936,0,0,0,0.14682843
49,0.013889375,0.2484887,0.62861073,0.013206835,0.21358828
50,0,0.25732446,0.61700225,0,0.20721564
51,0.15,0.2,0,0,0.46094444
52,0.14301258,0.19635534,0.07322354,-0.06222969,0.44299465
53,0.1820991,0.14463037,0.5339111,-0.21053489,-0.11487545
54,0.1902025,0.15096931,0,0,-0.14697386
55,0.12489822,0.014048229,0.16724372,-0.010174823,0.14250761
56,0.13390304,0,0,0,0.14004815
57,0.014023411,0.26610303,0.600252,0.015657457,0.20210713
58,0,0.2750834,0.5828623,0,0.19537616
59,0.15096931,0.20979749,0,0,0.4315114
60,0.14227934,0.20734726,0.09478857,0.11284561,0.4342912
61,0.19406727,0.1422642,0.4437782,-0.094701596,-0.137378
62,0.2,0.15,0,0,-0.14918438
63,0.14254381,0.01385126,0.1879826,-0.010464559,0.1347251
64,0.15137787,0,0,0,0.13153176
65,0.014165733,0.28395778,0.5615041,0.016550094,0.18996896
66,0,0.2929624,0.5384849,0,0.1836836
67,0.15380563,0.21913323,0,0,0.35020202
68,0.14459594,0.21848728,0.1659913,0.28063786,0.3724477
69,0.2060633,0.14254956,0.30322298,-0.012596436,-0.12537321
70,0.20979749,0.15096931,0,0,-0.12872282
71,0.16011475,0.013770336,0.21025567,-0.010117534,0.12526542
72,0.16874602,0,0,0,0.12139495
73,0.014609024,0.30206198,0.5118798,0.016375164,0.17862228
74,0,0.31107363,0.4832941,0,0.17330159
75,0.15840122,0.22774062,0,0,0.231051
76,0.14931501,0.22881392,0.27051345,0.39138663,0.26907504
77,0.21617894,0.14657867,0.12414034,0.01576307,-0.10398279
78,0.21913323,0.15380563,0,0,-0.093894824
79,0.17760518,0.013724543,0.23178703,-0.009024402,0.11436769
80,0.18610609,0,0,0,0.10991677
81,0.015149156,0.32039198,0.45115876,0.015055635,0.16911176
82,0,0.32985425,0.41518226,0,0.16491432
83,0.16464466,0.23535533,0,0,0.103542596
84,0.1557585,0.23825724,0.40315923,0.43831939,0.14745048
85,0.22631888,0.14875579,0.076245695,0.012956164,-0.0780026
86,0.22774062,0.15840122,0,0,-0.071893536
87,0.19505286,0.01381729,0.2526098,-0.007286315,0.10246371
88,0.20355475,0,0,0,0.09757866
89,0.015998047,0.33916724,0.37795058,0.012823388,0.16202793
90,0,0.34952903,0.33194524,0,0.15907983
91,0.016424874,0.35832727,0.2916944,0.008934794,0.15760683
