,x,y,u (m/s),v (m/s),p (Pa)
0,0.014384495,0.12556933,0.24816883,-0.008187961,0.06927859
1,0,0.13475671,0.25815782,0,0.07050906
2,0,0.11701039,0.23861338,0,0.06798684
3,0.0141945,0.14327203,0.2652303,-0.007410178,0.07183618
4,0,0.15235177,0.27320763,0,0.0729515
5,0.014673135,0.10754361,0.22627693,-0.008194863,0.06680145
6,0,0.09892626,0.214187,0,0.06568071
7,0.012888297,0.013746568,0.03777161,-0.000478407,0.06169932
8,0,0.020158125,0.05469615,0,0.061681785
9,0,0,0,0,0.061703525
10,0.019987524,0,0,0,0.06177182
11,0.014140525,0.16079065,0.2778106,-0.00585419,0.074140586
12,0,0.16985565,0.28390336,0,0.07495577
13,0.014590903,0.030354802,0.08035575,-0.001884699,0.061753217
14,0,0.04031625,0.10373579,0,0.061861172
15,0.015144526,0.050052695,0.12578146,-0.003980633,0.0621302
16,0,0.06047098,0.1471121,0,0.06251425
17,0.015264887,0.06975502,0.16544531,-0.006039897,0.06308867
18,0,0.08014575,0.18400122,0,0.063807316
19,0.014969952,0.08899725,0.19897628,-0.007433595,0.06467129
20,0.039975047,0,0,0,0.06156467
21,0.02986306,0.018219914,0.05158443,-0.001509787,0.06150706
22,0.014132923,0.17830396,0.28618005,-0.00352394,0.07583927
23,0,0.18734443,0.29033038,0,0.07618821
24,0.059962574,0,0,0,0.0611517
25,0.05052991,0.017059596,0.052359547,-0.002525855,0.061168145
26,0.014141102,0.19582012,0.29048216,-0.000712844,0.07662398
27,0,0.2047961,0.29249972,0,0.07643316
28,0.15840122,0.17225938,0,0,0.07769278
29,0.15433289,0.16443428,0.12484698,-0.14280911,0.065419756
30,0.16464466,0.16464466,0,0,0.0502503
31,0.07957291,0,0,0,0.06038067
32,0.06848689,0.016337099,0.05564004,-0.002889409,0.06050872
33,0.014035158,0.21332577,0.29061824,0.002159232,0.07635499
34,0,0.2222789,0.290422,0,0.07564244
35,0.15380563,0.18086676,0,0,0.10216611
36,0.14774974,0.17392665,0.08763487,-0.13098726,0.09023763
37,0.16229776,0.1569815,0.14749137,-0.12585826,0.04074045
38,0.17225938,0.15840122,0,0,0.024295788
39,0.08798345,0.014901965,0.057819262,-0.003365269,0.059560686
40,0.0983415,0,0,0,0.05930279
41,0.013876203,0.23095623,0.28659704,0.004726397,0.075054
42,0,0.23977959,0.28408086,0,0.07393244
43,0.15096931,0.1902025,0,0,0.11929974
44,0.14377856,0.18499288,0.049216196,-0.08465855,0.11010984
45,0.17085868,0.14963308,0.18752119,-0.10997485,0.019612594
46,0.18086676,0.15380563,0,0,0.005663693
47,0.106810585,0.014370256,0.06401332,-0.003757672,0.058207855
48,0.11632936,0,0,0,0.057824384
49,0.013889375,0.2484887,0.27842712,0.006696792,0.07294863
50,0,0.25732446,0.27344418,0,0.071572915
51,0.15,0.2,0,0,0.12670608
52,0.14301258,0.19635534,0.02330708,-0.020592906,0.12100416
53,0.1820991,0.14463037,0.18963236,-0.07065585,0.003144863
54,0.1902025,0.15096931,0,0,-0.00594097
55,0.12489822,0.014048229,0.07162461,-0.004029088,0.05644768
56,0.13390304,0,0,0,0.055904433
57,0.014023411,0.26610303,0.26592112,0.007910381,0.0703637
58,0,0.2750834,0.25831398,0,0.068900935
59,0.15096931,0.20979749,0,0,0.1204919
60,0.14227934,0.20734726,0.031119626,0.04140431,0.11878526
61,0.19406727,0.1422642,0.16417533,-0.029775003,-0.005647192
62,0.2,0.15,0,0,-0.010694691
63,0.14254381,0.01385126,0.08002748,-0.004103293,0.054246884
64,0.15137787,0,0,0,0.05348989
65,0.014165733,0.28395778,0.24880747,0.008313888,0.067648314
66,0,0.2929624,0.23864672,0,0.066280134
67,0.15380563,0.21913323,0,0,0.103409626
68,0.14459594,0.21848728,0.057264313,0.100702316,0.105846636
69,0.2060633,0.14254956,0.12319713,-0.000128041,-0.007468731
70,0.20979749,0.15096931,0,0,-0.010401818
71,0.16011475,0.013770336,0.08895334,-0.003892046,0.05158801
72,0.16874602,0,0,0,0.05062758
73,0.014609024,0.30206198,0.22686762,0.008156695,0.065127686
74,0,0.31107363,0.21418716,0,0.06396839
75,0.15840122,0.22774062,0,0,0.07845798
76,0.14931501,0.22881392,0.09501856,0.13806836,0.08472852
77,0.21617894,0.14657867,0.062492948,0.011441453,-0.006223546
78,0.21913323,0.15380563,0,0,-0.005787963
79,0.17760518,0.013724543,0.09733267,-0.003365548,0.048557524
80,0.18610609,0,0,0,0.04741122
81,0.015149156,0.32039198,0.19999637,0.007398753,0.063033834
82,0,0.32985425,0.18400122,0,0.06211883
83,0.16464466,0.23535533,0,0,0.05137904
84,0.1557585,0.23825724,0.14150295,0.1532809,0.059584923
85,0.22631888,0.14875579,0.049189117,0.014761173,-0.001685282
86,0.22774062,0.15840122,0,0,-0.001496855
87,0.19505286,0.01381729,0.10520839,-0.002571062,0.04528959
88,0.20355475,0,0,0,0.043991163
89,0.015998047,0.33916724,0.1675963,0.006151144,0.061493468
90,0,0.34952903,0.1471121,0,0.060866896
91,0.016424874,0.35832727,0.12939696,0.004102055,0.060572483
92,0,0.36968374,0.10373579,0,0.060245745
93,0.17225938,0.24159877,0,0,0.025374537
94,0.16432948,0.24543156,0.16538803,0.13195872,0.034529805
95,0.23567267,0.15472226,0.02292746,0.009435734,0.002589627
96,0.23535533,0.16464466,0,0,0.003459325
97,0.21239871,0.013909079,0.11112734,-0.001594585,0.041957963
98,0.2209603,0,0,0,0.040563736
99,0.017718995,0.37945655,0.081122175,0.002135934,0.06013742
100,0,0.38984188,0.05469615,0,0.060092777
101,0.013526485,0.39685062,0.03611364,0.000541391,0.060157247
102,0,0.41,0,0,0.060165748
103,0.18086676,0.24619436,0,0,0.006362157
104,0.17382888,0.2521396,0.19425143,0.10683114,0.014027452
105,0.24425057,0.1618859,0.008061601,0.001631195,0.006738414
106,0.24159877,0.17225938,0,0,0.00764603
107,0.22986178,0.013972468,0.11456912,-0.000434058,0.038731694
108,0.23831305,0,0,0,0.037330974
109,0.01991181,0.41,0,0,0.060203034
110,0.1902025,0.2490307,0,0,-0.005492091
111,0.1849912,0.25622356,0.18653256,0.06448451,-6.53202E-05
112,0.2508624,0.1712798,-0.000490629,-0.005430001,0.0098921
113,0.24619436,0.18086676,0,0,0.011195786
114,0.24729759,0.013987199,0.11526062,0.000567065,0.035794385
