x,y,u (m/s),v (m/s),p (Pa)
0.0,0.0186424665015704,0.0051127553442176,-1.2505478229505969e-06,1.0000577743816137
0.0011574966739649,0.0189588550198657,0.0039395300620615,-1.7850696101496107e-05,1.0001282571555452
0.0,0.0193881709176724,0.002397032966479,-1.1698060810532396e-07,1.000256666477234
0.0,0.0012884946064969,0.0048618408363746,1.358499324092463e-06,1.000490863955099
0.0,0.0005853729955654221,0.0022919976035696,-2.6599549872927774e-07,1.0007417013554751
0.0008906259344792028,0.0011046368599126,0.0041711337875935,1.076619131150899e-05,1.000579778776148
0.0,0.0174183681454143,0.0090796068552479,-4.831481305328196e-06,0.9995752680595364
0.001499254805258,0.0181027418557734,0.0068976686035102,-5.29199085629708e-05,1.0000255714433868
0.0,0.0026857088305221,0.0093737971490705,2.9144981850183064e-06,0.9998903927671672
0.0013790228219994,0.0020320053148798,0.0072963351887868,4.711886659538493e-05,1.0003513684220735
0.0,0.0158035544825516,0.013376983798154,-1.1573741902711424e-05,0.9985871600169888
0.0015328959313527,0.0165115683896092,0.0116697660781795,-4.8274355329823845e-05,0.9999028299612444
0.0,0.0040829230545474,0.013093153446673,2.0688443932648257e-05,0.9990925629979878
0.0015812546563499,0.0035653736846678,0.0118576802353747,7.876309126999809e-05,1.0002139575039717
0.0016991092181778,0.0141401566911901,0.0166406735266885,5.50415830599592e-05,0.999436621515784
0.0,0.0130179733387211,0.0182634160790432,1.4470400242775655e-06,0.9988118888209124
0.0017830984460376,0.0057550219843707,0.0164676514788876,-4.101800580508702e-05,0.999455644652138
0.0,0.0069796105719398,0.0182207305999165,-1.2353947273715049e-05,0.9988135875117444
0.0018878836801486,0.0084245510040066,0.0192059650361809,-9.980263376062016e-05,1.0022335517127596
0.0,0.010000443799495,0.0199767719342889,5.642939970153272e-06,0.9991484331393252
0.001884874434053,0.0115418005514575,0.0193220888514178,8.764498759481443e-05,1.0020581410172225
0.0496305172395715,0.0199999999999999,0.0,0.0,0.9838128020340422
0.0496305172395715,0.0199059317331594,0.000508524464351954,8.048559697383993e-06,0.9837568554330196
0.05,0.02,0.0,0.0,0.9799815533207124
0.0499999999999999,0.0196362483414671,0.0019550942077281,0.00018714501493117725,0.9820098780287342
0.0497576522485751,0.0197053574701655,0.0015620754462408,6.312615513037281e-05,0.982988169936046
0.0499999999999999,0.0192724966750075,0.0035412087597902,0.00021353033501517757,0.9824695725276296
0.049681524961149,0.0194516342012626,0.0027235647876999,9.630147039448584e-05,0.9826403864841134
0.0496191425141965,0.0191055539969897,0.0042053583888549,0.0001367969713991833,0.982893407736367
0.0499999999999999,0.0188442075295192,0.0052872446937549,0.00022552055991055292,0.9829233496583886
0.0495431442406441,0.0186396583784464,0.0060547461108034,0.0001711449364373322,0.9832346049693996
0.0499999999999999,0.0183212096278057,0.0072651292876776,0.00023834432941921156,0.9833678898318492
0.0494727426226713,0.0180576474737464,0.0081810756762901,0.00020150020569578985,0.9836243981168404
0.0499999999999999,0.0176588285574244,0.0095304615814018,0.0002483969777850323,0.9838040273056148
0.0494418575005356,0.0173348303338316,0.0105345250721246,0.00022200568153345744,0.9840363903366436
0.0499999999999999,0.0169477348816074,0.0116469926576266,0.00025073400273436266,0.9841981243016592
0.0499999999999999,0.0161767657978635,0.0136049146352999,0.0002567253009448652,0.9846425092234176
0.0493330793794377,0.0165557521863749,0.0126782100746012,0.000223392279934664,0.984454671928162
0.0499999999999999,0.0153022287640079,0.0153396080664505,0.0002487138479258353,0.985008097228526
0.0492369025241726,0.0157343025456682,0.0145583873835026,0.0002328304581359209,0.9849134420688156
0.0499999999999999,0.0012237065480669,0.0044702124716138,-7.182811352239853e-06,0.9880309501961244
0.0489645625567756,0.000995581536009571,0.0036210603870734,-1.0593835998533034e-05,0.9880305682447597
0.0499999999999999,0.0005883592870534893,0.0021445244288411,-3.3118116672383067e-06,0.9880147038646202
0.05,0.0143102222161766,0.0166464984526019,0.0002246523711883561,0.9854377317402212
0.0491314577106731,0.0147943197272893,0.0161121143382259,0.0002123690570744489,0.985393858545708
0.0499999999999999,0.013185037575715,0.0175220024945259,0.0002150745477198889,0.9858714756575436
0.0490072399794395,0.0137317766067355,0.0171589645863563,0.00019790269752752637,0.9857572991689986
0.0499999999999999,0.0023498338052234,0.0086311350390395,-3.359767876647566e-05,0.9881674459197708
0.0486958238299105,0.0016237011413714,0.0059062579049235,-1.4956528146156809e-05,0.9880669625813712
0.0499999999999999,0.0034759610623798,0.012052311383662,9.047534438367549e-06,0.9878948666198198
0.0482682491614673,0.0026243565196642,0.0096608138455232,-2.439427867433284e-05,0.9883549986445412
0.0499999999999999,0.0054306362087036,0.0159987314957852,7.439820738448356e-05,0.9875856929549
0.0483853096021921,0.0046293194642192,0.0148124697243646,2.259589036977206e-05,0.9877633666703292
0.0484967336032429,0.0068035845961136,0.01726659849181,0.00010048955770487808,0.987561984631264
0.0499999999999999,0.0079858420126248,0.0178365727733554,0.00015175582996882752,0.9874898365452104
0.0499999999999999,0.0119088753356283,0.0181120836816516,0.0002204415779335899,0.9862676589099814
0.0488805038690364,0.0125041033815815,0.0178737944355298,0.00019602371412725237,0.9861673405708544
0.0487585284671562,0.0111165636502099,0.0182619916656503,0.00019905066681469007,0.9866996954679692
0.0499999999999999,0.0102215446914357,0.0183005379007769,0.00020761271490683103,0.9869818725576974
0.0486701829335154,0.0092729077508113,0.0182224993470171,0.0001695877904588568,0.9874472459206076
0.0499999999999999,0.020377893721614,0.0,0.0,0.9802070914081488
0.0501039301624762,0.020377893721614,8.486140610774353e-06,-0.00013088669226506602,0.9803001060575176
0.0503254890767534,0.0197971264192465,0.0012794487912805,0.00024381272918124223,0.9810439232219536
0.0503732762287231,0.0194277925103684,0.002885223798615,0.0003084837775196324,0.982359160032912
0.0504186653277567,0.0190233730408154,0.0045655306822562,0.00030112087917976565,0.9829010914914508
0.0504693690208625,0.0185381780187558,0.0064657239213713,0.00028840030511493106,0.9833481298089592
0.0505155960741535,0.0179208470668133,0.0086661170889743,0.00028139802245437406,0.9837388065542182
0.0506010486895213,0.0172766086562625,0.0107046501962838,0.0002791673506522367,0.9841038602332214
0.0506662786798263,0.0165427504158138,0.0127243508951846,0.0002796128702839085,0.9844908962562624
0.050764585252016,0.0157219498038695,0.0145677363091308,0.0002766518782171702,0.9848490355572174
0.0509020575173716,0.0010403560630988,0.0038135006461949,-3.8116589881393142e-06,0.9880333150270972
