,x,y,u (m/s),v (m/s),p (Pa)
0,0.0,0.0,0.0,0.0,0.0
1,0.0033333333333332,0.0,0.0,0.0,3.284781928084843e-07
2,0.0,0.0033333333333333,0.0,0.0,-3.277772163124726e-07
3,0.0033333333333332,0.0033333333333333,-2.7942704268027977e-06,2.794289100727186e-06,-3.3107834051619535e-10
4,0.0,0.006938775510204,0.0,0.0,-3.508022117330328e-06
5,0.0033333333333332,0.006938775510204,3.946340747350097e-07,3.909822059562695e-06,-2.7981645457442385e-06
6,0.0069387755102041,0.0,0.0,0.0,3.513515494755496e-06
7,0.0069387755102041,0.0033333333333333,-3.8921868875913325e-06,-4.15057264262324e-07,2.7955019988447104e-06
8,0.0,0.0108163265306122,0.0,0.0,-1.028086933099172e-05
9,0.0033333333333332,0.0108163265306122,6.794329300729215e-06,-4.490172860024872e-06,-8.592542150288274e-06
10,0.0108163265306122,0.0,0.0,0.0,1.0297298386984144e-05
11,0.0108163265306122,0.0033333333333333,4.626465239658346e-06,-6.896716278617413e-06,8.586784512640081e-06
12,0.0,0.0149659863945578,0.0,0.0,-1.9375364399191716e-05
13,0.0033333333333332,0.0149659863945578,1.435086930982209e-05,-2.8205526253944907e-05,-1.647676947371232e-05
14,0.0149659863945578,0.0,0.0,0.0,1.9388978519011653e-05
15,0.0149659863945578,0.0033333333333333,2.8719737295246297e-05,-1.461462699936069e-05,1.644639920996828e-05
16,0.0,0.0193877551020408,0.0,0.0,-2.943995490837975e-05
17,0.0033333333333333,0.0193877551020408,2.2007686695058036e-05,-7.040537755251909e-05,-2.5330009419900427e-05
18,0.0193877551020407,0.0,0.0,0.0,2.9372077641410227e-05
19,0.0193877551020407,0.0033333333333333,7.173287643981383e-05,-2.248821212416284e-05,2.5193548653878105e-05
20,0.0,0.0240816326530612,0.0,0.0,-3.917005108720165e-05
21,0.0033333333333332,0.0240816326530612,2.9177795140249137e-05,-0.00013257980153421491,-3.3937318492498105e-05
22,0.0240816326530612,0.0,0.0,0.0,3.881832203890609e-05
23,0.0240816326530612,0.0033333333333333,0.00013524523246476698,-2.9859428984869732e-05,3.3500759323737874e-05
24,0.0,0.029047619047619,0.0,0.0,-4.732636540725489e-05
25,0.0033333333333333,0.029047619047619,3.555674358350837e-05,-0.00021504664717173372,-4.110466589872034e-05
26,0.0290476190476191,0.0,0.0,0.0,4.6306207307150606e-05
27,0.029047619047619,0.0033333333333333,0.00021944181115291013,-3.630962208371996e-05,4.000848701477947e-05
28,0.0,0.0342857142857142,0.0,0.0,-5.274396345643265e-05
29,0.0033333333333333,0.0342857142857142,4.101070059980383e-05,-0.00031731601672098706,-4.568456738581413e-05
30,0.0342857142857142,0.0,0.0,0.0,5.04484395500002e-05
31,0.0342857142857142,0.0033333333333333,0.00032333284764468606,-4.155941276525951e-05,4.3367551104559326e-05
32,0.0,0.0397959183673469,0.0,0.0,-5.432414807872849e-05
33,0.0033333333333333,0.0397959183673469,4.551067910041407e-05,-0.0004383480189085992,-4.6581356574375366e-05
34,0.0397959183673469,0.0,0.0,0.0,4.9923091882509755e-05
35,0.0397959183673469,0.0033333333333333,0.0004448829235091451,-4.5421558116142526e-05,4.228113558127278e-05
36,0.0,0.045578231292517,0.0,0.0,-5.101333420265168e-05
37,0.0033333333333333,0.045578231292517,4.908792817256039e-05,-0.0005767422186117911,-4.2736554199557175e-05
38,0.045578231292517,0.0,0.0,0.0,4.3512652852545515e-05
39,0.045578231292517,0.0033333333333333,0.000581117334873254,-4.7780226900316305e-05,3.554697829966146e-05
40,0.0,0.0516326530612245,0.0,0.0,-4.177057256762476e-05
41,0.0033333333333333,0.0516326530612245,5.180088208287244e-05,-0.0007308645467611462,-3.310108533873295e-05
42,0.0516326530612245,0.0,0.0,0.0,3.0149379110419187e-05
43,0.0516326530612245,0.0033333333333333,0.0007282410792448795,-4.858490323919769e-05,2.2103532585105058e-05
44,0.0,0.0579591836734694,0.0,0.0,-2.552594739020818e-05
45,0.0033333333333333,0.0579591836734694,5.37089460194789e-05,-0.0008989112190231201,-1.6597271561707505e-05
46,0.0579591836734693,0.0,0.0,0.0,8.962435541641984e-06
47,0.0579591836734693,0.0033333333333333,0.0008817960524387777,-4.785146176216419e-05,1.0766802872422806e-06
48,0.0,0.0645578231292517,0.0,0.0,-1.1333807439741295e-06
49,0.0033333333333333,0.0645578231292517,5.4851091836661974e-05,-0.0010789050355715,7.925357381628502e-06
50,0.0645578231292516,0.0,0.0,0.0,-2.0679667854210417e-05
51,0.0645578231292516,0.0033333333333333,0.0010368700852272,-4.566528473513182e-05,-2.8178510924471815e-05
52,0.0,0.0714285714285714,0.0,0.0,3.2677526378787636e-05
53,0.0033333333333333,0.0714285714285714,5.5228465295894086e-05,-0.0012686198744312,4.17357149482002e-05
54,0.0714285714285712,0.0,0.0,0.0,-5.913932260881732e-05
55,0.0714285714285712,0.0033333333333333,0.0011883601334548,-4.218245281089464e-05,-6.604838254107899e-05
56,0.0,0.0785714285714286,0.0,0.0,7.73448271329099e-05
57,0.0033333333333333,0.0785714285714286,5.479084823637325e-05,-0.0014654314272619,8.626249532932447e-05
58,0.0785714285714285,0.0,0.0,0.0,-0.00010650101237685188
59,0.0785714285714285,0.0033333333333333,0.0013312793932384,-3.762600486536952e-05,-0.0001126514435858009
60,0.0,0.0859863945578231,0.0,0.0,0.0001345058312319783
61,0.0033333333333333,0.0859863945578231,5.342711421032066e-05,-0.0016660959299234,0.00014312435801479517
62,0.085986394557823,0.0,0.0,0.0,-0.00016259060306061555
63,0.085986394557823,0.0033333333333333,0.001461085601003,-3.227528607879934e-05,-0.00016785615478502394
64,0.0,0.0936734693877551,0.0,0.0,0.00020600895187302323
65,0.0033333333333333,0.0936734693877551,5.09599203397208e-05,-0.0018664630987513,0.0002141410157619065
66,0.0936734693877552,0.0,0.0,0.0,-0.00022702726557528535
67,0.0936734693877552,0.0033333333333333,0.0015739967690947,-2.644760121165577e-05,-0.00023133014585459885
68,0.0,0.1016326530612245,0.0,0.0,0.00029389647948674895
69,0.0033333333333333,0.1016326530612245,4.714493987539022e-05,-0.0020611346356661,0.00030131597466174907
70,0.1016326530612244,0.0,0.0,0.0,-0.0002993086417859595
71,0.1016326530612245,0.0033333333333333,0.0016672530590855,-2.047271358352465e-05,-0.00030262154368922937
72,0.0,0.1098639455782313,0.0,0.0,0.0004003477411591864
73,0.0033333333333333,0.1098639455782313,4.1674934276989846e-05,-0.0022430849177367,0.0004067804763053539
74,0.1098639455782313,0.0,0.0,0.0,-0.00037892512681780014
75,0.1098639455782313,0.0033333333333333,0.0017392812061675,-1.4662054198570744e-05,-0.00038126855253751567
76,0.0,0.1183673469387755,0.0,0.0,0.0005275702838086607
77,0.0033333333333333,0.1183673469387755,3.418920484839728e-05,-0.0024032672630302,0.0005326863106532997
78,0.1183673469387754,0.0,0.0,0.0,-0.0004654942888257275
79,0.1183673469387754,0.0033333333333333,0.0017897221969899,-9.275673348672916e-06,-0.0004669287621890445
80,0.0,0.1271428571428571,0.0,0.0,0.0006776262884446432
81,0.0033333333333333,0.1271428571428571,2.4288827653499415e-05,-0.0025302349161806,0.0006810348827327306
82,0.1271428571428572,0.0,0.0,0.0,-0.0005589022334710852
83,0.1271428571428572,0.0033333333333333,0.0018192943667197,-4.490846096779766e-06,-0.0005595155957836578
84,0.0,0.1361904761904762,0.0,0.0,0.0008521789421858946
85,0.0033333333333333,0.1361904761904762,1.1558935560449656e-05,-0.0026098174317091,0.0008534271448069361
86,0.136190476190476,0.0,0.0,0.0,-0.0006594358608550208
87,0.136190476190476,0.0033333333333333,0.0018294824585041,-3.767360529977157e-07,-0.0006593265426144102
88,0.0,0.1455102040816326,0.0,0.0,0.0010521488177462
89,0.0033333333333333,0.1455102040816326,-4.402350366165282e-06,-0.0026248958703234,0.0010507249268528
90,0.1455102040816327,0.0,0.0,0.0,-0.0007678890071214141
91,0.1455102040816327,0.0033333333333333,0.0018220674234608,3.120457279507316e-06,-0.0007671468767802551
92,0.0,0.1551020408163265,0.0,0.0,0.0012772653963841
93,0.0033333333333333,0.1551020408163265,-2.3945118551190263e-05,-0.0025553435315783,0.0012726079439418
94,0.1551020408163265,0.0,0.0,0.0,-0.0008856270292742342
95,0.1551020408163265,0.0033333333333333,0.0017985393629076,6.1780708099228505e-06,-0.0008843140354719071
96,0.0,0.1649659863945578,0.0,0.0,0.0015255247378687
